statement,label
"He (Obama) has done several things well. Most of those things are places where he changed his view from where he had during the campaign. So, for instance, he's left our troops in Iraq and they're being more successful there. He boosted our effort in Afghanistan, which is the right course to take. He did not close Guantanamo, thank heavens.",0
Says $6 billion projected to accumulate in the states rainy day fund is already used.,0
Says 6 percent more Republicans across the state voted than Democrats.,0
"We had a massive landslide victory, as you know, in the Electoral College.",0
Says I was the first governor in America to endorse Mitt Romney.,0
"Bernie Sanders opposes the death penalty, and Hillary Clinton supports it.",1
"Gwinnett Medical Center is operating in the negative, in part, because of illegal immigrants.",0
Obama said (the individual mandate) wasnt a tax.,1
Says President Barack Obama is absolutely a Muslim.,0
"Outside of recall elections, theres never been a public official removed from office in Wisconsin for anything but malfeasance in office.",1
"I actually in 2005 ran on Medicare for all, the liberal issue of making sure people can buy into health care that they can afford, Gillibrand told a crowd gathered in a New Hampshire coffee shop.",1
"When they passed Obamacare, they put a bailout fund in Obamacare. We led the effort and wiped out that bailout fund.",0
FDR was called a socialist and a communist.,1
Says President Barack Obama has opened up no new trade relationships with other nations.,0
The Employee Free Choice Act mandates the elimination of the secret ballot.,1
Failure to raise the debt limit does not force a U.S. default on debt payments.,1
"In the state of Indiana, Ive signed more than $3.5 billion in tax relief.",0
Says paid family leave is a program that is standard in all but five nations around the world.,1
Democratic U.S. House candidate Julie Lassa pushed for a Canadian-style government takeover of health care.,0
Says Sal Esquivel wants a 5 percent state sales tax on groceries.,0
"Unemployment for those with college educations is now 4.5 percent. Unemployment for those with more than a college education, below 4 percent.",1
"Because of Obamacare, over the last two years, health care premiums have gone up -- its true -- but theyve gone up slower than any time in the last 50 years.",0
Gov. Rick Scott signed into law a bill that gives Floridas public officials an easy way to avoid disclosing their personal finances.,0
Says Gov. Scott Walker has been rated Americas most factually-challenged politician.,0
Wisconsin is one of the few states that doesn't allow absentee ballots to be processed before Election Day. Allowing this simple change would stop the false accusation that tens of thousands of ballots are secretly being dumped after midnight changing the outcome of the election.,1
"Floridas proposed amendment for medical marijuana would allow people who alleged minor ailments such as muscle spasms, neck pain, back pain and even menstrual cramps (to qualify) for government-sanctioned pot-smoking.",1
"Almost every poll has shown that Sanders vs. Trump does a lot better than Clinton vs. Trump and, thats true nationally.",1
Only about 6.8 percent of the (stimulus) money has actually been spent.,1
"The Confederate battle flag never flew over Texas, but... you might soon see it on our license plates.",0
"In Rhode Island, only 5 percent of ozone pollution is from local or in-state sources. . . Ninety-five percent comes from outside of our borders, particularly the Midwest.",0
"Bill Nelson voted for a ban on millions of commonly owned firearms, which included many popular hunting and target rifles.",0
On possibly raising the Social Security retirement age.,0
"Grateful insurance company executives and their lobbyists from Bermuda gave McCain $50,000.",1
"Education Week says Obama 'hasn't made a significant mark on education,' is 'elusive' on accountability, and a 'staunch defender of the existing public school monopoly.'",0
I co-sponsored the Rebuild America Jobs Act for transportation and infrastructure.,0
"a portal of information to help you make the right choice to refuse any treatment that has not completed all the required clinical trials including long-term studies The authors seek not to frustrate vaccination efforts, but rather to prepare patients and providers for a rare but potential adverse effect. Cases tend to be mild, do not usually require specific interventions, and potential risks of the vaccine are outweighed by the well defined risks of COVID-19 infection. markedly lower The risk of anaphylaxis to mRNA vaccines is present but extremely low and is offset by the benefits of the vaccine. 1,000 peer reviewed studies questioning COVID-19 vaccine safety.",0
